area_type,location,size,total_sqft,bath,balcony,price
Super built-up  Area,Sarjapur  Road,3 BHK,1929,4,1,101
Super built-up  Area,Sarjapur  Road,3 BHK,1929,3,1,103
Super built-up  Area,KR Puram,3 BHK,1930,2,2,57.9
Super built-up  Area,Murugeshpalya,3 BHK,1930,3,3,75
Super built-up  Area,Hegde Nagar,3 BHK,1930,4,2,122
Super built-up  Area,Thanisandra,3 BHK,1930,4,2,122
Super built-up  Area,Thanisandra,3 BHK,1930,4,2,120
Super built-up  Area,Jalahalli,3 BHK,1932,4,3,135
Super built-up  Area,Jakkur,3 BHK,1932.47,3,2,183
Super built-up  Area,Vijayanagar,3 BHK,1933,3,1,129
Super built-up  Area,Marathahalli,3 BHK,1933,3,2,140
Super built-up  Area,Begur Road,3 BHK,1933,3,2,98
Super built-up  Area,Hennur Road,3 BHK,1933,3,2,140
Super built-up  Area,Kogilu,3 BHK,1934,3,2,150
Super built-up  Area,Vittasandra,2 BHK,1934,2,0,90
Super built-up  Area,Billekahalli,3 BHK,1935,3,2,110
Super built-up  Area,Ambedkar Nagar,3 BHK,1935,4,2,130
Super built-up  Area,Thanisandra,3 BHK,1935,4,2,122
Super built-up  Area,Hennur,3 BHK,1935,3,2,102
Super built-up  Area,Ambedkar Nagar,3 BHK,1935,4,2,125
Super built-up  Area,Tunganagara,3 BHK,1936,2,2,54.21
Super built-up  Area,Ambedkar Nagar,3 BHK,1936,4,2,126
Super built-up  Area,Hennur Road,3 BHK,1936,3,1,118
Plot  Area,AGS Layout,3 Bedroom,1936,3,0,110
Built-up  Area,"Sarjapur Road, ",3 BHK,1936,3,2,139
Super built-up  Area,Hennur Road,3 BHK,1936,3,1,131
Super built-up  Area,Marathahalli,3 BHK,1937,3,2,160
Super built-up  Area,Marathahalli,3 BHK,1937,3,2,140
Super built-up  Area,Kanakapura,3 BHK,1938,3,3,113
Super built-up  Area,Kanakpura Road,3 BHK,1938,3,3,92.69
Super built-up  Area,Kanakpura Road,3 BHK,1938,3,3,105
Super built-up  Area,Kanakapura,3 BHK,1938,3,3,113
Built-up  Area,Sarjapur  Road,3 Bedroom,1939,3,0,98
Built-up  Area,Electronic City Phase II,3 BHK,1940,4,3,116
Built-up  Area,Hennur Gardens,3 BHK,1942,3,2,102
Built-up  Area,OLd Gurappanapalya,3 BHK,1942,3,1,155
Plot  Area,Bommasandra,3 Bedroom,1942,3,0,90
Super built-up  Area,Battarahalli,3 BHK,1945,3,2,97.42
Built-up  Area,Hennur Gardens,3 BHK,1945,3,3,120
Super built-up  Area,Karuna Nagar,3 BHK,1945,3,3,115
Super built-up  Area,Hennur Gardens,3 BHK,1945,3,2,135
Super built-up  Area,Thanisandra,3 BHK,1948,3,2,130
Built-up  Area,Thanisandra,4 BHK,1948,4,2,129
Super built-up  Area,Hennur Road,3 BHK,1949,3,1,133
Super built-up  Area,Bhoganhalli,3 BHK,1949,3,2,129
Super built-up  Area,Yeshwanthpur,4 BHK,1950,4,0,130
Built-up  Area,Kanakapura Road,3 Bedroom,1950,3,2,130
Super built-up  Area,Jakkur,3 BHK,1950,3,2,131
Super built-up  Area,Domlur,3 BHK,1950,3,3,165
Super built-up  Area,Lottegolla Halli,3 BHK,1950,3,2,90
Plot  Area,Brookefield,5 Bedroom,1950,6,3,175
Super built-up  Area,Marathahalli,3 BHK,1950,3,2,115
Built-up  Area,Cambridge Layout,3 BHK,1950,3,3,230
Super built-up  Area,Ambedkar Nagar,3 BHK,1950,4,2,120
Built-up  Area,Dasarahalli,3 BHK,1950,3,2,125
Super built-up  Area,Basaveshwara Nagar Yelahanka,3 BHK,1950,4,3,95
Super built-up  Area,Dodda Nekkundi Extension,3 BHK,1950,2,0,89.5
Super built-up  Area,Ambedkar Nagar,3 BHK,1950,4,2,120
Super built-up  Area,Jakkur,3 BHK,1950,3,2,131
Super built-up  Area,Mahalakshmi Puram,3 BHK,1950,3,3,132
Plot  Area,Devanahalli,,1950,2.692609647,0,46.8
Super built-up  Area,Gopalapura,3 BHK,1950.2,3,2,261
Super built-up  Area,Gopalapura,3 BHK,1950.2,3,2,193
Super built-up  Area,Garudachar Palya,3 BHK,1960,3,3,160
Super built-up  Area,JP Nagar,3 BHK,1960,3,1,138
Super built-up  Area,Karuna Nagar,3 BHK,1960,3,2,165
Built-up  Area,Karuna Nagar,3 Bedroom,1962,3,2,175
Super built-up  Area,Hegde Nagar,3 BHK,1965,4,2,125
Built-up  Area,Sarjapur  Road,3 BHK,1965,3,3,120
Super built-up  Area,Hegde Nagar,3 BHK,1965,4,2,132
Super built-up  Area,Thanisandra,3 BHK,1965,4,2,125
Super built-up  Area,Binny Pete,3 BHK,1970,3,2,164
Super built-up  Area,Green Glen Layout,3 BHK,1970,3,2,160
Super built-up  Area,Bhoganhalli,4 BHK,1974,4,0,106
Super built-up  Area,Cox Town,3 BHK,1975,3,3,150
Built-up  Area,Koramangala,3 BHK,1975,3,0,210
Super built-up  Area,Hennur Road,3 BHK,1975,3,3,123
Super built-up  Area,Dodda Nekkundi Extension,3 BHK,1975,3,3,90
Super built-up  Area,Kodbisanhalli,3 BHK,1976,3,1,184
Super built-up  Area,Hennur Road,3 BHK,1976,3,3,65.21
Super built-up  Area,7th Phase JP Nagar,3 BHK,1976,3,1,145
Built-up  Area,Haralur Road,3 BHK,1976,3,2,92
Super built-up  Area,Kasavanhalli,3 BHK,1980,3,2,88
Super built-up  Area,Dairy Circle,3 BHK,1980,3,2,224
Super built-up  Area,CV Raman Nagar,3 BHK,1980,4,1,180
Super built-up  Area,CV Raman Nagar,3 BHK,1980,4,2,166
Super built-up  Area,Hennur Road,3 BHK,1981,3,1,134
Super built-up  Area,Sarjapur  Road,3 BHK,1984,4,1,146
Super built-up  Area,Sarjapur  Road,3 BHK,1984,4,1,145
Super built-up  Area,Sarjapur  Road,3 BHK,1984,4,1,148
Super built-up  Area,Whitefield,3 BHK,1985,3,2,75
Super built-up  Area,Hebbal,3 BHK,1985,4,2,189
Super built-up  Area,Haralur Road,3 BHK,1985,3,2,130
Super built-up  Area,Hebbal,3 BHK,1987,4,2,165
Super built-up  Area,Judicial Layout,3 BHK,1989,4,3,155
Built-up  Area,Whitefield,3 BHK,1990,3,3,98
Super built-up  Area,Budigere,3 BHK,1991,4,2,103
Super built-up  Area,Budigere,3 BHK,1991,4,2,100
Built-up  Area,Cleveland Town,3 BHK,1991,3,2,160
Super built-up  Area,Budigere,3 BHK,1991,4,2,88
Built-up  Area,Whitefield,3 BHK,1991,3,2,104
Super built-up  Area,Budigere,3 BHK,1991,4,2,100
Super built-up  Area,Iblur Village,3 BHK,1995,3,2,135
Plot  Area,TC Palaya,3 Bedroom,1995,3,1,100
Super built-up  Area,Thanisandra,3 BHK,1996,3,2,135
Super built-up  Area,Thanisandra,3 BHK,1996,4,1,123
Super built-up  Area,Tigalarpalya,3 BHK,1998,3,2,117
Super built-up  Area,Dodda Nekkundi,3 BHK,1999,3,2,132
Super built-up  Area,Dodda Nekkundi,3 BHK,1999,3,2,135
Super built-up  Area,RMV Extension,3 BHK,2000,3,1,175
Built-up  Area,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,2000,4,1,75.5
Super built-up  Area,RMV 2nd Stage,4 BHK,2000,4,0,120
Plot  Area,RMV,3 Bedroom,2000,3,2,365
Plot  Area,Bank Avenue,4 Bedroom,2000,4,2,99
Plot  Area,HRBR Layout,4 Bedroom,2000,4,1,300
Super built-up  Area,BEML Layout,3 BHK,2000,3,2,85
Plot  Area,Electronic City,4 Bedroom,2000,4,0,120
Built-up  Area,Srinagar,4 Bedroom,2000,3,1,166
Super built-up  Area,frazertown,3 BHK,2000,3,2,210
Super built-up  Area,5th Stage BEML Layout,3 BHK,2000,3,2,85
Built-up  Area,JP Nagar,3 BHK,2000,3,2,250
Built-up  Area,3rd Block HBR Layout,3 Bedroom,2000,3,1,100
Super built-up  Area,Kumara Park,3 BHK,2000,3,3,207
Plot  Area,Kumaraswami Layout,4 Bedroom,2000,4,1,139
Plot  Area,Basavanagara,4 Bedroom,2000,3,2,25
Super built-up  Area,Frazer Town,3 BHK,2000,3,1,200
Built-up  Area,Malleshwaram,3 BHK,2000,3,2,250
Super built-up  Area,Varanasi,5 BHK,2000,4,1,103
Plot  Area,Gunjur,4 Bedroom,2000,3,0,95
Built-up  Area,Gottigere,4 Bedroom,2000,4,2,82
Super built-up  Area,Thanisandra,3 BHK,2000,3,2,99
Super built-up  Area,Domlur Layout,3 BHK,2000,3,2,200
Super built-up  Area,1Hanuman Nagar,19 BHK,2000,16,0,490
Super built-up  Area,Rajarajeshwari Nagara,3 BHK,2000,3,2,85
Built-up  Area,Banashankari Stage III,4 Bedroom,2000,4,0,100
Plot  Area,R.T. Nagar,4 Bedroom,2000,4,2,320
Super built-up  Area,Ulsoor,3 BHK,2000,3,3,185
Super built-up  Area,OLd Gurappanapalya,3 BHK,2000,3,2,160
Super built-up  Area,BEML Layout 5th stage,3 BHK,2000,3,2,85
Plot  Area,Sunkadakatte,4 Bedroom,2000,5,0,80
Super built-up  Area,Rajarajeshwarinagar,3 BHK,2000,3,2,85
Super built-up  Area,BEML Layout,3 BHK,2000,2,2,85
Plot  Area,Maruthi Extension,5 Bedroom,2000,4,2,180
Plot  Area,Ramamurthy Nagar,9 Bedroom,2000,9,2,150
Super built-up  Area,Rajarajeshwari nagar,3 BHK,2000,3,2,85
Super built-up  Area,Varanasi,5 BHK,2000,4,1,99
Built-up  Area,Vishveshwarya Layout,4 BHK,2000,4,1,75
Built-up  Area,KR Puram,6 Bedroom,2000,6,0,85
Super built-up  Area,Hosahalli Extension,3 BHK,2000,3,2,120
Built-up  Area,Bennigana Halli,3 BHK,2000,3,1,145
Super built-up  Area,Thyagaraja Nagar,5 BHK,2000,4,2,145
Super built-up  Area,Bellandur,3 BHK,2000,3,2,85
Super built-up  Area,New Gurappana Palya,3 BHK,2000,4,0,130
Plot  Area,NS Palya,2 Bedroom,2000,2,1,160
Built-up  Area,Chokkahalli,3 Bedroom,2000,3,1,90
Super built-up  Area,Devi Nagar,3 BHK,2000,3,2,105
Built-up  Area,Mathikere Extension,4 Bedroom,2000,2,1,160
Super built-up  Area,Green Glen Layout,3 BHK,2000,3,0,165
Super built-up  Area,Cholanayakanahalli,4 BHK,2000,4,1,135
Plot  Area,Hosur Road,4 Bedroom,2000,4,1,69
Super built-up  Area,Iblur Village,3 BHK,2000,4,2,138
Super built-up  Area,Vasanth nagar,4 BHK,2000,3,2,1063
Plot  Area,Gattahalli,3 Bedroom,2000,2,2,95
Carpet  Area,Kothannur,4 Bedroom,2000,4,2,95
Plot  Area,Carmelaram,,2000,2.692609647,0,120
Plot  Area,Kanakpura Road,3 Bedroom,2000,2,0,180
Built-up  Area,Hulimavu,4 Bedroom,2000,4,0,100
Plot  Area,Gubbalala,4 Bedroom,2000,4,1,85
Plot  Area,Whitefield,4 Bedroom,2000,4,1,312
Plot  Area,Vishveshwarya Layout,4 Bedroom,2000,3,0,90
Plot  Area,Brookefield,3 Bedroom,2000,3,2,300
Plot  Area,Hosur Road,4 Bedroom,2000,4,1,130
Plot  Area,Akshaya Nagar,1 Bedroom,2000,1,0,200
Built-up  Area,8th Block Jayanagar,6 Bedroom,2000,6,3,300
Super built-up  Area,7th Phase JP Nagar,3 BHK,2000,3,2,77
Super built-up  Area,Rammana Layout,3 BHK,2000,3,2,100
Super built-up  Area,KR Puram,2 BHK,2000,2,0,75
Built-up  Area,Hennur Road,4 Bedroom,2000,4,0,90
Super built-up  Area,Gubbalala,3 BHK,2000,3,3,125
Super built-up  Area,5th Stage BEML Layout,3 BHK,2000,3,2,85
Built-up  Area,Hosahalli Extension,5 Bedroom,2000,5,2,240
Built-up  Area,TC Palaya,3 Bedroom,2000,3,1,76
Built-up  Area,Chikkabanavar,5 Bedroom,2000,4,0,65
Plot  Area,Nagavara,3 Bedroom,2000,2,2,275
Built-up  Area,AECS Layout,3 BHK,2000,3,1,90
Built-up  Area,Kanakpura Road,3 BHK,2000,3,3,105
Super built-up  Area,BEML Layout,3 BHK,2000,3,2,85
Super built-up  Area,BEML Layout,3 BHK,2000,3,2,85
Plot  Area,Maruthi Sevanagar,4 Bedroom,2000,3,1,180
Super built-up  Area,Dollars Colony,3 BHK,2000,3,3,200
Built-up  Area,Kadugondanahalli,5 Bedroom,2000,5,0,75
Plot  Area,Havanur extension,3 Bedroom,2000,2,2,360
Super built-up  Area,Thanisandra,3 BHK,2002,3,2,112
Super built-up  Area,Hennur Road,3 BHK,2002,3,2,120
Super built-up  Area,6th Phase JP Nagar,3 BHK,2003,3,3,200
Super built-up  Area,4th Block Jayanagar,3 BHK,2005,3,2,240
Built-up  Area,Malleshwaram,3 BHK,2006,3,0,297
Super built-up  Area,Hegde Nagar,3 BHK,2006,4,2,196
Super built-up  Area,Hegde Nagar,3 BHK,2006.8,4,2,196
Super built-up  Area,Banagiri Nagar,3 BHK,2008,3,2,170
Built-up  Area,Whitefield,3 BHK,2010,3,2,91
Super built-up  Area,Whitefield,3 BHK,2010,3,3,92
Super built-up  Area,Old Madras Road,4 BHK,2010,3,2,125
Super built-up  Area,Old Madras Road,4 BHK,2010,3,2,115
Super built-up  Area,Anand nagar,3 BHK,2010,3,3,125
Plot  Area,Electronic City,3 Bedroom,2010,3,2,201
Built-up  Area,Nandi Durga Road,2 BHK,2015,4,0,325
Super built-up  Area,Haralur Road,3 BHK,2017,3,2,125
Super built-up  Area,Haralur Road,3 BHK,2017,2,2,125
Built-up  Area,Haralur Road,3 BHK,2017,3,2,105
Super built-up  Area,Thanisandra,3 BHK,2019,3,1,70.67
Super built-up  Area,Sarjapur,3 BHK,2020,3,3,85
Super built-up  Area,HSR Layout,3 BHK,2020,3,2,160
Built-up  Area,Versova Layout,3 Bedroom,2020,3,3,270
Super built-up  Area,Whitefield,3 BHK,2023,4,2,130
Super built-up  Area,Gopalapura,3 BHK,2023.71,3,2,275
Super built-up  Area,1st Phase JP Nagar,3 BHK,2024,3,0,157
Super built-up  Area,Battarahalli,3 BHK,2024,3,2,103
Super built-up  Area,Bellandur,4 BHK,2025,4,3,109
Super built-up  Area,Whitefield,3 BHK,2025,4,2,115
Super built-up  Area,Hegde Nagar,3 BHK,2026,3,2,132
Plot  Area,Prithvi Layout,4 Bedroom,2028,4,3,162
Super built-up  Area,Jayanagar,3 BHK,2030,2,1,182
Super built-up  Area,Thanisandra,3 BHK,2030,4,1,125
Super built-up  Area,Langford Town,2 BHK,2031,2,2,200
Super built-up  Area,Kasavanhalli,3 BHK,2035,3,2,142
Super built-up  Area,Talaghattapura,3 BHK,2038.5,3,0,120
Super built-up  Area,Talaghattapura,3 BHK,2038.5,3,0,122
Super built-up  Area,Bellandur,3 BHK,2039,3,2,168
Plot  Area,Electronics City Phase 1,3 Bedroom,2040,3,2,137
Super built-up  Area,6th Phase JP Nagar,3 BHK,2040,3,0,200
Super built-up  Area,Shree Ananth Nagar Layout,2 BHK,2040,2,2,59
Built-up  Area,Ramagondanahalli,3 BHK,2040,3,2,114
Built-up  Area,Kumaraswami Layout,7 BHK,2040,4,3,123
Plot  Area,HAL 2nd Stage,5 Bedroom,2040,4,1,500
Super built-up  Area,Hennur Road,3 BHK,2041,3,3,128
Super built-up  Area,Hennur Road,3 BHK,2041,3,3,138
Plot  Area,Cooke Town,5 Bedroom,2043,6,0,375
Super built-up  Area,Doddanekundi,3 BHK,2045,4,3,154
Built-up  Area,Avalahalli,3 BHK,2045,3,2,108
Super built-up  Area,Vijayanagar,3 BHK,2047,3,2,136
Super built-up  Area,Hennur Road,3 BHK,2047,3,2,67.55
Super built-up  Area,Dairy Circle,3 BHK,2048,3,2,206
Super built-up  Area,Thanisandra,3 BHK,2050,3,1,145
Built-up  Area,Ashirvad Colony,4 BHK,2050,3,1,100
Super built-up  Area,Malleshwaram,3 BHK,2050,4,0,270
Super built-up  Area,JP Nagar,3 BHK,2050,3,3,82
Super built-up  Area,Hennur Road,3 BHK,2050,3,0,120
Super built-up  Area,Thanisandra,3 BHK,2050,3,2,150
Carpet  Area,Bhoopsandra,3 BHK,2050,3,2,135
Super built-up  Area,Padmanabhanagar,3 BHK,2051,3,1,180
Super built-up  Area,Padmanabhanagar,3 BHK,2051,3,2,170
Super built-up  Area,1st Phase JP Nagar,3 BHK,2059,3,2,225
Super built-up  Area,Arekere,3 BHK,2060,3,2,140
Super built-up  Area,Hennur Road,3 BHK,2060,3,1,149
Super built-up  Area,Arekere,3 BHK,2060,3,2,150
Super built-up  Area,Akshaya Nagar,3 BHK,2061,3,1,200
Super built-up  Area,Akshaya Nagar,3 BHK,2061,3,3,175
Super built-up  Area,Akshaya Nagar,3 BHK,2061,4,2,175
Super built-up  Area,Ardendale,4 BHK,2062,3,0,140
Super built-up  Area,Ardendale,4 BHK,2062,3,0,150
Super built-up  Area,Ardendale,4 BHK,2062,3,0,140
Plot  Area,Whitefield,4 Bedroom,2064,5,2,225
Super built-up  Area,1st Phase JP Nagar,3 BHK,2065,4,1,210
Super built-up  Area,Kundalahalli Colony,3 BHK,2065,3,2,130
Built-up  Area,KR Puram,4 Bedroom,2065,4,0,248
Super built-up  Area,Hoodi,4 BHK,2065.5,4,0,91.915
Super built-up  Area,Judicial Layout,3 BHK,2070,3,3,162
Super built-up  Area,Indira Nagar,3 BHK,2070,3,2,225
Super built-up  Area,Ejipura,3 BHK,2070,3,3,135
Super built-up  Area,Sarjapur  Road,3 BHK,2070,4,2,160
Super built-up  Area,Shantiniketan Layout,3 BHK,2072,3,2,108
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,142
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,150
Super built-up  Area,Arekere,3 BHK,2072,3,2,108
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,139
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,159
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,147
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,139
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,155
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,160
Built-up  Area,Thanisandra,3 BHK,2072,3,2,122
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,152
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,160
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,155
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,153
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,157
Super built-up  Area,Thigalarapalya,3 BHK,2072,4,2,151
Super built-up  Area,Hanuman Nagar,3 BHK,2072,3,2,108
Super built-up  Area,Bhoganhalli,4 BHK,2072.5,2.692609647,0,111
Super built-up  Area,Kundalahalli,3 BHK,2075,3,1,115
Super built-up  Area,RMV,3 BHK,2075,3,1,175
Super built-up  Area,1st Phase JP Nagar,3 BHK,2077,3,3,175
Built-up  Area,Frazer Town,3 BHK,2079,3,3,220
Super built-up  Area,Hebbal,3 BHK,2080,3,3,175
Plot  Area,Virat Nagar,2 Bedroom,2080,2,1,150
Plot  Area,4th T block Jayanagar,4 Bedroom,2080,4,2,440
Super built-up  Area,Battarahalli,3 BHK,2082,3,2,104
Super built-up  Area,Jalahalli,3 BHK,2086,3,2,160
Super built-up  Area,Thanisandra,3 BHK,2087,4,2,139
Super built-up  Area,Hegde Nagar,3 BHK,2087.01,3,2,115
Super built-up  Area,Hegde Nagar,3 BHK,2087.01,4,2,135
Super built-up  Area,Hegde Nagar,3 BHK,2087.01,4,2,160
Built-up  Area,Yelahanka,4 Bedroom,2088,5,0,110
Super built-up  Area,Hennur Road,3 BHK,2089,3,2,140
Super built-up  Area,Sarjapur  Road,3 BHK,2089,3,2,148
Super built-up  Area,Hoodi,4 BHK,2090,4,0,95.1
Super built-up  Area,Electronic City,4 BHK,2093,4,1,104
Super built-up  Area,Electronic City,4 BHK,2093,4,2,134
Super built-up  Area,Whitefield,3 BHK,2094,2.692609647,0,113.19
Super built-up  Area,Yelahanka New Town,4 BHK,2095,3,1,109
Super built-up  Area,2nd Stage Arekere Mico Layout,3 BHK,2095,3,2,142
Super built-up  Area,7th Phase JP Nagar,3 BHK,2095,3,2,150
Super built-up  Area,Cambridge Layout,3 BHK,2098,3,1,210
Built-up  Area,Mullur,3 BHK,2099,3,0,95
Super built-up  Area,Talaghattapura,3 BHK,2099,3,3,147
Super built-up  Area,Talaghattapura,3 BHK,2099,3,2,134
Super built-up  Area,Sarjapur  Road,3 BHK,2100,3,2,125
Built-up  Area,Hormavu,3 BHK,2100,3,2,73
Plot  Area,Kattigenahalli,4 Bedroom,2100,4,0,155
Built-up  Area,TC Palaya,4 Bedroom,2100,2,1,50
Built-up  Area,Gopal Reddy Layout,3 BHK,2100,3,1,75
Super built-up  Area,Green Domain Layout,3 BHK,2100,3,3,170
Plot  Area,"white field,kadugodi",6 Bedroom,2100,6,0,275
Plot  Area,Achins Road,7 Bedroom,2100,7,0,410
Plot  Area,Vishwapriya Nagar,6 Bedroom,2100,6,2,71
Built-up  Area,Kasavanhalli,3 Bedroom,2100,3,3,110
Built-up  Area,Thanisandra,4 Bedroom,2100,4,1,95
Super built-up  Area,Yeshwanthpur Industrial Suburb,3 BHK,2100,3,2,240
Super built-up  Area,Dasarahalli,3 BHK,2100,3,3,120
Super built-up  Area,Yelahanka,4 BHK,2100,4,1,180
Plot  Area,Kanakpura Road,3 Bedroom,2100,3,2,140
Super built-up  Area,HAL 2nd Stage,3 BHK,2100,3,0,252
Plot  Area,Kaggadasapura,5 Bedroom,2100,5,0,150
Super built-up  Area,Iblur Village,3 BHK,2100,4,2,145
Super built-up  Area,Near International Airport,4 BHK,2100,4,2,150
Super built-up  Area,Vishveshwarya Layout,6 BHK,2100,6,0,92
Built-up  Area,Sarjapur,4 Bedroom,2100,3,1,125
Built-up  Area,Shettihalli,4 Bedroom,2100,4,1,90
Super built-up  Area,8th Phase JP Nagar,4 BHK,2100,4,3,92
Super built-up  Area,Bommanahalli,4 BHK,2100,4,2,85
Plot  Area,Vijayanagar,4 Bedroom,2100,6,1,252
Super built-up  Area,7th Phase JP Nagar,3 BHK,2100,3,2,200
Super built-up  Area,6th Block Jayanagar,3 BHK,2100,4,2,255
Plot  Area,Harsha Layout,4 Bedroom,2100,6,3,100
Plot  Area,Samethanahalli,3 Bedroom,2100,3,0,70
Super built-up  Area,Kadugodi,4 BHK,2100,3,0,204
Built-up  Area,Ngef Layout,4 Bedroom,2100,3,1,1000
Super built-up  Area,Sarjapur  Road,3 BHK,2100,3,1,135
Super built-up  Area,Domlur,3 BHK,2100,3,2,145
Super built-up  Area,Prithvi Layout,3 BHK,2100,3,3,125
Plot  Area,Thirumenahalli,2 Bedroom,2100,1,1,200
Built-up  Area,Dollars Colony,4 BHK,2100,3,2,280
Super built-up  Area,3rd Block Koramangala,3 BHK,2100,3,1,270
Super built-up  Area,7th Phase JP Nagar,3 BHK,2100,3,2,200
Carpet  Area,Maruthi Sevanagar,4 Bedroom,2100,3,0,210
Super built-up  Area,Sarjapur  Road,3 BHK,2100,3,2,130
Super built-up  Area,Kudlu,4 BHK,2100,3,1,114
Built-up  Area,RR Layout,5 Bedroom,2100,3,0,145
Built-up  Area,Banashankari Stage III,4 Bedroom,2100,3,1,147
Super built-up  Area,4th T block Jayanagar,3 BHK,2100,3,3,220
Built-up  Area,Kundalahalli,3 Bedroom,2100,3,2,150
Super built-up  Area,7th Phase JP Nagar,3 BHK,2100,3,2,190
Super built-up  Area,Vittasandra,2 BHK,2105,2,1,70.2
Super built-up  Area,Talaghattapura,3 BHK,2106,3,2,126
Super built-up  Area,Talaghattapura,3 BHK,2106,3,2,126
Super built-up  Area,Talaghattapura,3 BHK,2106,3,3,148
Built-up  Area,"Hoodi Circle, ",4 BHK,2107,4,3,95
Super built-up  Area,VGP Layout,3 BHK,2108,3,3,85
Built-up  Area,Kasavanhalli,3 Bedroom,2110,4,3,120
Built-up  Area,Kasavanhalli,3 Bedroom,2111,4,3,120
Super built-up  Area,Neeladri Nagar,3 BHK,2111,3,2,103
Super built-up  Area,Hegde Nagar,3 BHK,2112.95,4,2,145
Super built-up  Area,Jalahalli,3 BHK,2113,3,2,155
Super built-up  Area,Hoodi,4 BHK,2118,4,2,111
Super built-up  Area,Bhoganhalli,4 BHK,2119,4,3,111
Super built-up  Area,Bhoganhalli,4 BHK,2119,4,2,111
Super built-up  Area,Bhoganhalli,4 BHK,2119,4,3,111
Super built-up  Area,Bhoganhalli,4 BHK,2119,4,3,111
Super built-up  Area,Bhoganhalli,4 BHK,2119,4,2,111
Super built-up  Area,Kodigehaali,3 BHK,2120,3,2,177
Super built-up  Area,Sarakki Nagar,3 BHK,2121,4,3,253
Super built-up  Area,Marathahalli,3 BHK,2122,3,2,125
Built-up  Area,Devanahalli,3 Bedroom,2125,3,1,107
Super built-up  Area,Thanisandra,3 BHK,2127,3,2,135
Built-up  Area,Kanakapura,4 BHK,2130,4,0,120
Super built-up  Area,Gunjur,3 BHK,2132,3,3,80
Super built-up  Area,Whitefield,3 BHK,2134,4,2,118
Super built-up  Area,Ulsoor,3 BHK,2135,3,2,215
Super built-up  Area,Murugeshpalya,3 BHK,2135,3,2,160
Super built-up  Area,Whitefield,4 BHK,2135,3,2,149
Super built-up  Area,Ulsoor,3 BHK,2135,3,2,170
Super built-up  Area,Harlur,3 BHK,2137,3,2,110
Super built-up  Area,Harlur,3 BHK,2138,3,2,110
Super built-up  Area,Whitefield,3 BHK,2140,3,2,139
Super built-up  Area,Sarjapur  Road,3 BHK,2140,3,2,139
Super built-up  Area,Thanisandra,3 BHK,2144,3,2,145
Super built-up  Area,Thanisandra,3 BHK,2144,3,2,135
Super built-up  Area,Hoodi,3 BHK,2144,3,2,140
Super built-up  Area,Hegde Nagar,3 BHK,2144.6,4,2,145
Super built-up  Area,Varthur,3 BHK,2145,3,2,175
Super built-up  Area,Sarakki Nagar,3 BHK,2145,4,1,270
Super built-up  Area,Ferrar Nagar,4 BHK,2145,4,0,125
Super built-up  Area,Sarjapur  Road,3 BHK,2145,3,3,190
Super built-up  Area,Yelahanka,3 BHK,2145,3,3,125
Super built-up  Area,Sarjapur  Road,3 BHK,2145,3,3,180
Super built-up  Area,Varthur,3 BHK,2145,3,2,165
Super built-up  Area,Varthur,3 BHK,2145,3,2,170
Super built-up  Area,Richmond Town,3 BHK,2150,4,0,240
Built-up  Area,Kaggadasapura,4 BHK,2150,4,1,100
Built-up  Area,Vibuthipura,4 Bedroom,2150,4,1,80
Super built-up  Area,Basavangudi,3 BHK,2150,3,2,265
Super built-up  Area,Ambedkar Nagar,3 BHK,2150,4,2,125
Plot  Area,Nanjappa Garden,6 Bedroom,2150,6,3,205
Built-up  Area,NRI Layout,4 Bedroom,2150,4,2,115
Built-up  Area,Kaggadasapura,4 BHK,2150,4,2,90
Built-up  Area,3rd Block Jayanagar,3 BHK,2150,3,3,240
Super built-up  Area,Bhoopsandra,3 BHK,2150,3,0,170
Super built-up  Area,Sompura,4 BHK,2150,3,2,85
Plot  Area,Chikka Tirupathi,3 Bedroom,2153,4,3,120
Super built-up  Area,Whitefield,4 BHK,2155,3,3,125
Super built-up  Area,Vishwanatha Nagenahalli,3 BHK,2159,3,2,110
Built-up  Area,Vishwanatha Nagenahalli,3 BHK,2159,3,2,120
Super built-up  Area,Vishwanatha Nagenahalli,3 BHK,2159,3,2,120
Plot  Area,ITI Layout,6 Bedroom,2160,5,1,250
Super built-up  Area,EPIP Zone,3 BHK,2160,4,2,172
Built-up  Area,Hennur Road,3 BHK,2160,3,2,160
Super built-up  Area,Varthur,3 BHK,2160,3,2,170
Built-up  Area,Hegde Nagar,3 BHK,2162,3,1,200
